60,50,13,2022-01-27,Aktywny,
61,108,18,2022-06-25,Aktywny,
62,156,4,2022-08-23,Zakończony,5
63,60,4,2024-10-26,Zakończony,3
64,44,1,2022-04-10,Zakończony,4
65,167,10,2022-06-08,Anulowany,
66,101,10,2024-01-14,Anulowany,
67,85,14,2023-08-19,Zakończony,1
68,172,13,2024-05-14,Aktywny,
69,91,6,2023-09-19,Zakończony,4
70,172,18,2022-12-07,Anulowany,
71,172,4,2024-12-15,Aktywny,
72,90,13,2023-03-11,Zakończony,4
73,74,3,2024-11-19,Anulowany,
74,101,11,2024-10-18,Zakończony,5
75,18,2,2023-05-16,Zakończony,3
76,56,7,2023-11-22,Zakończony,3
77,34,13,2024-10-27,Zakończony,3
78,138,5,2024-04-05,Anulowany,
79,198,13,2022-12-28,Anulowany,
80,167,18,2023-10-04,Aktywny,
81,119,20,2023-02-24,Zakończony,5
82,173,17,2022-05-12,Anulowany,
83,79,5,2023-08-14,Zakończony,5
84,110,20,2024-10-22,Anulowany,
85,75,1,2024-02-01,Anulowany,
86,67,2,2024-11-11,Anulowany,
87,164,2,2022-05-09,Anulowany,
88,109,9,2022-06-23,Anulowany,
89,34,1,2022-07-07,Aktywny,
90,150,10,2023-10-27,Aktywny,
91,14,1,2023-08-31,Zakończony,2
92,140,7,2024-11-05,Aktywny,
93,175,2,2021-12-23,Zakończony,5
94,177,4,2023-05-06,Zakończony,4
95,141,1,2023-07-07,Zakończony,5
96,10,10,2023-02-19,Anulowany,
97,43,12,2023-10-10,Aktywny,
98,55,1,2024-08-11,Anulowany,
99,100,7,2022-03-30,Zakończony,3
100,32,8,2023-04-11,Anulowany,
101,123,18,2024-03-30,Zakończony,5
102,27,5,2022-03-25,Zakończony,4
103,188,3,2024-02-02,Zakończony,3
104,182,13,2023-12-21,Zakończony,2
105,183,13,2024-08-25,Aktywny,
106,81,9,2024-03-11,Zakończony,1
107,112,18,2022-05-24,Anulowany,
108,98,1,2024-03-02,Aktywny,
109,61,4,2022-04-12,Zakończony,2
110,149,19,2023-09-19,Zakończony,3
111,3,12,2023-06-02,Aktywny,
112,148,13,2023-10-25,Anulowany,
113,195,5,2022-05-14,Aktywny,
114,36,3,2022-11-07,Aktywny,
115,151,20,2024-04-25,Aktywny,
116,63,1,2023-10-03,Zakończony,1
117,15,20,2024-01-30,Anulowany,
118,62,16,2024-01-15,Aktywny,
119,25,18,2023-02-15,Anulowany,
120,117,10,2022-10-21,Aktywny,
121,196,18,2022-11-29,Anulowany,
122,156,3,2024-11-26,Aktywny,
123,148,16,2024-05-30,Anulowany,
124,124,13,2024-01-13,Anulowany,
125,24,15,2022-02-19,Zakończony,5
126,96,19,2023-12-28,Aktywny,
127,160,14,2022-08-05,Anulowany,
128,19,16,2022-04-03,Zakończony,4
129,97,9,2023-09-09,Aktywny,
130,54,1,2022-09-04,Aktywny,
131,35,13,2023-06-18,Anulowany,
132,44,18,2023-09-16,Aktywny,
133,174,7,2022-02-28,Zakończony,4
134,121,2,2024-12-12,Anulowany,
135,182,11,2023-12-05,Aktywny,
136,119,14,2024-08-17,Zakończony,5
137,33,18,2022-09-04,Anulowany,
138,67,18,2024-07-03,Anulowany,
139,71,9,2023-04-02,Zakończony,2
140,117,13,2023-04-09,Zakończony,5
141,146,7,2023-04-21,Zakończony,2
142,119,17,2022-04-30,Zakończony,4
143,52,4,2022-08-29,Zakończony,4
144,119,14,2023-01-07,Zakończony,4
145,81,14,2023-12-18,Anulowany,
146,125,13,2022-05-07,Aktywny,
147,193,19,2022-01-10,Zakończony,4
148,30,1,2021-12-31,Anulowany,
149,69,2,2023-03-15,Anulowany,
150,22,15,2024-09-09,Aktywny,
151,121,4,2024-09-27,Anulowany,
152,10,11,2024-02-13,Aktywny,
153,8,19,2022-11-20,Anulowany,
154,109,13,2023-12-10,Anulowany,
155,190,15,2023-10-27,Zakończony,3
156,57,18,2022-03-27,Aktywny,
157,118,7,2024-07-26,Anulowany,
158,104,8,2024-06-02,Zakończony,1
159,165,19,2022-11-30,Aktywny,
160,151,15,2022-06-13,Anulowany,
161,17,20,2023-05-10,Zakończony,3
162,93,2,2024-04-23,Zakończony,1
163,31,12,2024-10-05,Anulowany,
164,49,15,2022-06-08,Aktywny,
165,32,4,2024-11-14,Aktywny,
166,177,11,2022-10-25,Zakończony,4
167,29,11,2024-03-16,Zakończony,3
168,163,1,2024-06-25,Aktywny,
169,167,7,2022-02-27,Zakończony,4
170,26,18,2022-01-15,Anulowany,
171,80,3,2023-04-17,Aktywny,
172,64,14,2023-01-17,Zakończony,2
173,35,2,2021-12-17,Aktywny,
174,166,7,2023-11-29,Aktywny,
175,167,13,2023-09-29,Aktywny,
176,101,19,2024-03-21,Zakończony,3
177,56,7,2023-12-19,Anulowany,
178,122,15,2024-07-28,Zakończony,1
179,145,19,2023-11-09,Aktywny,
180,49,17,2024-10-11,Zakończony,5
181,9,9,2022-07-26,Aktywny,
182,142,12,2024-06-11,Aktywny,
183,140,13,2024-10-26,Aktywny,
184,52,18,2024-10-29,Zakończony,3
185,109,12,2023-03-08,Anulowany,
186,179,2,2022-02-17,Zakończony,5
187,107,9,2024-06-17,Aktywny,
188,114,2,2024-01-04,Anulowany,
189,96,12,2022-08-20,Zakończony,2
190,85,16,2022-02-20,Aktywny,
191,124,1,2022-10-04,Aktywny,
192,42,2,2024-11-30,Aktywny,
193,117,17,2024-09-21,Zakończony,4
194,154,7,2022-03-24,Zakończony,1
195,30,17,2024-07-09,Zakończony,3
196,44,5,2024-12-04,Aktywny,
197,30,9,2022-06-17,Zakończony,5
198,157,20,2022-04-27,Anulowany,
199,127,16,2023-10-14,Anulowany,
200,78,12,2022-11-10,Zakończony,4
201,159,10,2024-01-09,Zakończony,3
202,171,8,2022-10-24,Aktywny,
203,90,6,2022-01-15,Zakończony,5
204,100,20,2023-03-06,Zakończony,4
205,153,11,2022-08-26,Aktywny,
206,166,14,2023-04-19,Aktywny,
207,190,4,2024-11-22,Zakończony,5
208,122,3,2022-02-19,Aktywny,
209,64,11,2023-03-30,Aktywny,
210,31,5,2023-12-07,Zakończony,3
211,104,14,2024-01-13,Zakończony,4
212,36,7,2022-09-11,Aktywny,
213,88,10,2024-06-18,Aktywny,
214,38,16,2023-04-18,Anulowany,
215,168,8,2023-05-09,Zakończony,3
216,164,17,2024-06-29,Zakończony,4
217,183,11,2024-10-21,Aktywny,
218,22,7,2023-01-23,Zakończony,1
219,33,9,2023-01-07,Anulowany,
220,152,19,2022-12-04,Anulowany,
221,100,1,2022-12-20,Anulowany,
222,118,15,2023-10-17,Aktywny,
223,162,7,2022-10-03,Anulowany,
224,191,10,2022-04-03,Anulowany,
225,152,9,2024-09-04,Aktywny,
226,85,9,2024-01-20,Anulowany,
227,179,7,2023-01-03,Aktywny,
228,50,7,2023-03-31,Zakończony,5
229,122,19,2024-04-02,Zakończony,4
230,50,9,2023-08-18,Zakończony,5
231,20,11,2023-07-02,Aktywny,
232,69,1,2022-10-19,Anulowany,
233,33,8,2022-04-23,Aktywny,
234,89,6,2022-11-24,Anulowany,
235,20,7,2023-11-26,Anulowany,
236,105,3,2024-03-31,Aktywny,
237,71,2,2023-11-09,Anulowany,
238,35,10,2024-05-04,Aktywny,
239,33,19,2023-09-13,Zakończony,1
240,131,5,2024-12-09,Anulowany,
241,247,28,2023-02-23,Aktywny,
242,259,21,2023-10-31,Zakończony,2
243,224,21,2024-08-20,Zakończony,5
244,268,23,2024-04-01,Zakończony,2
245,287,29,2022-10-25,Zakończony,1
246,218,29,2022-08-04,Zakończony,2
247,251,28,2023-12-16,Zakończony,1
248,246,30,2022-08-26,Aktywny,
249,262,21,2023-12-07,Zakończony,4
250,264,27,2022-02-24,Anulowany,
251,287,28,2023-08-27,Zakończony,2
252,224,25,2024-11-27,Aktywny,
253,254,28,2024-10-13,Zakończony,1
254,258,21,2022-08-18,Anulowany,
255,253,26,2023-10-18,Aktywny,
256,296,25,2022-09-26,Zakończony,2
257,266,26,2023-12-09,Aktywny,
258,224,29,2023-06-13,Aktywny,
259,296,29,2023-12-27,Aktywny,
260,254,23,2022-06-12,Anulowany,
261,280,21,2022-03-17,Aktywny,
262,232,24,2022-04-15,Anulowany,
263,276,30,2022-06-15,Anulowany,
264,220,22,2022-07-23,Anulowany,
265,293,22,2022-04-20,Anulowany,
266,241,29,2022-12-13,Aktywny,
267,297,29,2022-09-07,Zakończony,1
268,272,26,2023-11-30,Zakończony,3
269,275,25,2024-06-02,Aktywny,
270,252,28,2023-04-23,Zakończony,4
271,290,29,2022-12-29,Aktywny,
272,297,23,2022-03-07,Zakończony,2
273,273,28,2024-10-06,Zakończony,4
274,280,25,2023-05-16,Zakończony,2
275,266,22,2022-06-02,Zakończony,1
276,236,24,2023-06-04,Anulowany,
277,219,21,2023-03-26,Zakończony,2
278,272,23,2022-06-03,Anulowany,
279,263,22,2024-05-22,Anulowany,
280,255,24,2022-12-10,Aktywny,
281,242,25,2024-03-04,Aktywny,
282,205,26,2024-03-22,Anulowany,
283,206,21,2022-12-25,Anulowany,
284,233,27,2022-04-17,Zakończony,1
285,215,21,2024-02-21,Zakończony,3
286,276,21,2024-11-16,Aktywny,
287,266,21,2024-11-12,Anulowany,
288,236,21,2021-12-18,Aktywny,
289,215,27,2022-02-02,Anulowany,
290,283,24,2023-11-07,Anulowany,
291,250,24,2022-04-25,Anulowany,
292,221,21,2023-09-07,Zakończony,1
293,228,29,2022-01-03,Zakończony,1
294,220,25,2022-11-26,Anulowany,
295,216,27,2024-06-21,Anulowany,
296,246,27,2024-07-07,Anulowany,
297,245,22,2023-05-10,Aktywny,
298,249,27,2024-02-28,Aktywny,
299,241,21,2023-12-16,Aktywny,
300,206,29,2022-01-20,Aktywny,
301,207,22,2024-09-10,Anulowany,
302,256,24,2024-10-12,Zakończony,5
303,217,23,2022-06-03,Zakończony,3
304,254,27,2024-01-11,Aktywny,
305,298,22,2023-12-23,Zakończony,3
306,274,24,2024-10-14,Aktywny,
307,238,23,2024-11-19,Aktywny,
308,267,27,2022-11-07,Anulowany,
309,202,24,2022-04-17,Aktywny,
310,250,22,2023-02-09,Zakończony,2
311,238,28,2023-06-16,Zakończony,1
312,243,24,2024-08-18,Aktywny,
313,206,27,2024-01-10,Zakończony,2
314,292,27,2023-06-05,Aktywny,
315,226,28,2022-06-07,Anulowany,
316,244,23,2022-12-14,Anulowany,
317,236,21,2024-06-03,Zakończony,5
318,282,22,2022-03-08,Zakończony,1
319,229,24,2023-01-30,Anulowany,
320,229,29,2023-09-06,Anulowany,
321,257,27,2022-06-05,Zakończony,2
322,259,25,2023-05-29,Aktywny,
323,251,28,2023-04-20,Zakończony,3
324,206,30,2023-10-10,Zakończony,3
325,213,26,2023-01-16,Aktywny,
326,228,27,2024-01-01,Aktywny,
327,291,22,2023-02-07,Aktywny,
328,280,30,2023-04-23,Anulowany,
329,279,25,2022-07-19,Anulowany,
330,274,22,2024-08-20,Aktywny,
331,249,23,2022-12-26,Aktywny,
332,282,24,2022-09-19,Anulowany,
333,202,28,2024-10-19,Anulowany,
334,289,22,2022-10-04,Anulowany,
335,201,27,2022-09-03,Aktywny,
336,212,30,2022-11-10,Anulowany,
337,215,22,2024-02-13,Aktywny,
338,299,24,2024-07-01,Aktywny,
339,280,29,2024-03-14,Aktywny,
340,238,21,2022-10-01,Aktywny,
341,281,29,2022-10-18,Zakończony,5
342,265,22,2024-11-06,Zakończony,4
343,286,27,2023-01-26,Anulowany,
344,259,24,2024-07-13,Zakończony,5
345,237,23,2024-01-16,Aktywny,
346,210,26,2023-11-18,Zakończony,2
347,286,28,2022-03-05,Anulowany,
348,273,30,2022-01-25,Anulowany,
349,234,21,2024-11-03,Anulowany,
350,223,24,2023-11-02,Anulowany,
351,240,22,2024-11-29,Aktywny,
352,258,26,2023-12-03,Anulowany,
353,265,25,2023-04-01,Anulowany,
354,256,29,2022-09-05,Zakończony,1
355,238,28,2023-12-11,Zakończony,5
356,220,26,2024-03-05,Anulowany,
357,300,28,2023-02-09,Aktywny,
358,276,28,2023-12-28,Zakończony,1
359,251,22,2024-01-05,Zakończony,1
360,245,25,2022-05-25,Zakończony,1
