11,Qui id incidunt.,Soluta explicabo excepturi consequuntur porro rem adipisci. Explicabo vero dolorum repudiandae reprehenderit.,Diagnostyczny,55,8557,2024-11-20,2024-11-29,0,10
12,Tenetur qui adipisci quia.,Numquam molestias nisi provident dolores delectus. Sed odio harum tempore dolore officiis natus.,Inne,51,9048,2022-06-13,2022-10-27,0,15
13,Asperiores quasi beatae.,Dignissimos ipsum ipsum quibusdam sapiente porro praesentium. Velit voluptate impedit soluta quaerat molestias. Totam labore quas molestiae. Iusto in perferendis magnam.,Inne,18,1139,2023-01-25,2023-12-14,0,26
14,Aut optio animi.,Ullam placeat nam voluptates maxime fuga mollitia. Rem dolorum asperiores. Quidem corporis at beatae perspiciatis consequuntur.,Semestralny,46,3660,2022-07-22,2022-11-06,0,17
15,Porro veniam ipsam fugiat.,Consectetur veritatis totam molestias. Odio eos tenetur tempora id voluptas. Perspiciatis officia cupiditate a maxime.,Semestralny,38,6772,2022-05-22,2023-09-10,1,13
16,Veniam aperiam sed nihil.,"Amet ullam fuga rerum. Vitae placeat sunt deserunt voluptatem molestias.
Veniam sapiente harum porro corrupti inventore perspiciatis tempora. Minima explicabo quod sapiente quas inventore.",Semestralny,37,2030,2023-05-09,2024-07-09,1,5
17,Et recusandae odit impedit.,Commodi distinctio iusto perspiciatis. Debitis quibusdam eaque necessitatibus a.,Semestralny,57,10516,2024-07-27,2024-09-27,0,17
18,Eius suscipit nam facilis.,"Voluptas accusantium quos deleniti. Vero mollitia eveniet inventore facere iure.
Illo voluptas non quas esse tempora accusantium. Aliquid suscipit quidem doloremque nulla nam ab.",Semestralny,18,2707,2023-09-19,2023-11-08,1,15
19,Nam quas corporis hic.,"Repudiandae similique tempora. Porro minus voluptatum illo sint velit ipsam. Ex sunt asperiores asperiores enim deleniti eius.
Culpa qui ducimus ab.",Zajęcia dodatkowe,42,3061,2022-07-31,2023-02-26,0,28
20,Maiores minima quaerat illo.,"Sint deleniti quisquam. Exercitationem ipsam ut quidem natus perspiciatis ipsa. Accusamus facilis harum.
Non quod est repellat. Praesentium doloribus nisi vel consequatur. Id pariatur veritatis ex.",Semestralny,51,6040,2023-03-26,2024-02-13,1,14
21,Earum sapiente animi.,"Nemo molestias perspiciatis. Odit cupiditate rem id repudiandae.
Atque esse repellendus voluptas ut. Accusantium explicabo voluptates quo. Repudiandae nobis sit dolore repudiandae ducimus laborum.",Zajęcia dodatkowe,32,4968,2024-01-13,2024-06-05,0,7
22,Cum cum alias accusantium.,Numquam fugiat consequatur sapiente cum optio. Dolores qui quasi eligendi tempora sit. Facere doloribus velit doloribus facilis.,Diagnostyczny,57,10167,2024-01-13,2024-02-14,0,14
23,Ipsum distinctio quam neque.,Suscipit incidunt magni corporis voluptas. Perspiciatis debitis eius itaque cumque doloremque porro.,Semestralny,24,1255,2024-05-16,2024-05-23,0,8
24,Qui consequuntur quod eaque.,Quidem quidem nam molestiae sit in animi porro. Velit voluptas consequatur cupiditate pariatur. Consequuntur officia omnis explicabo vero quo reiciendis.,Roczny,36,2430,2022-05-15,2023-06-01,1,26
25,Ab error sequi.,"Quisquam at molestias numquam illo cum excepturi. Magni temporibus velit totam veritatis culpa.
Qui eligendi repellendus veritatis optio velit.
Sed architecto tenetur commodi earum sapiente nam.",Zajęcia dodatkowe,36,2684,2022-02-28,2023-11-14,0,19
26,Ullam quis dolores ut.,Odio reiciendis maxime magnam maiores quod ut.,Roczny,30,3284,2022-11-05,2023-09-17,0,9
27,Eaque placeat modi deleniti.,"Quaerat facilis maiores nam. Nulla possimus eos mollitia sit. Quis optio modi.
Officiis ea earum quo autem quo quibusdam rem. Dolorem eligendi reiciendis facere expedita illo.",Inne,21,3073,2023-04-10,2024-09-08,1,5
28,Quaerat cumque placeat.,"Sequi et voluptatem sint illo doloribus eveniet. Nemo dolor sapiente assumenda reprehenderit.
Accusantium iste animi perspiciatis eveniet magnam pariatur suscipit. Illum sed quod quasi.",Inne,58,3775,2022-03-23,2023-01-05,0,23
29,Hic enim aliquid.,Ratione veniam eum maxime sit earum. Eius velit necessitatibus dolor fuga commodi. Ea inventore earum cum.,Zajęcia dodatkowe,9,1441,2022-03-31,2023-03-26,1,28
30,Aperiam itaque ipsam.,Sapiente excepturi dicta quidem modi. Quis cupiditate ratione adipisci iure velit. Nam eligendi animi.,Roczny,11,918,2023-05-06,2023-11-11,0,27
