62,26,27,2022-09-17,Anulowany,5
63,11,26,2024-04-11,Aktywny,4
64,100,43,2023-07-16,Aktywny,4
65,7,87,2023-07-05,Anulowany,1
66,59,63,2023-03-03,Anulowany,2
67,74,93,2024-03-16,Zakończony,4
68,20,62,2023-02-27,Zakończony,2
69,19,22,2022-11-16,Aktywny,4
70,25,88,2021-11-26,Anulowany,1
71,19,17,2022-12-25,Zakończony,4
72,99,70,2023-03-26,Aktywny,1
73,4,56,2021-11-12,Anulowany,2
74,53,75,2024-10-17,Anulowany,3
75,84,55,2021-12-10,Aktywny,3
76,53,50,2021-12-01,Zakończony,4
77,28,84,2023-11-18,Aktywny,2
78,70,48,2022-08-08,Zakończony,1
79,75,66,2023-04-06,Zakończony,1
80,45,35,2022-04-07,Anulowany,4
81,57,8,2021-12-13,Aktywny,2
82,73,54,2023-09-10,Zakończony,5
83,21,30,2024-03-11,Anulowany,2
84,3,68,2024-07-21,Zakończony,4
85,20,6,2022-05-29,Anulowany,4
86,75,71,2023-07-15,Aktywny,1
87,32,65,2022-09-05,Aktywny,5
88,29,11,2024-01-13,Aktywny,5
89,15,77,2024-10-06,Anulowany,5
90,65,6,2023-08-25,Aktywny,4
91,42,92,2024-04-24,Zakończony,5
92,61,13,2023-07-14,Anulowany,2
93,13,29,2024-04-06,Anulowany,4
94,81,38,2021-12-11,Aktywny,1
95,98,23,2022-12-03,Anulowany,2
96,79,86,2024-06-12,Anulowany,5
97,37,93,2022-03-04,Aktywny,5
98,25,38,2022-10-05,Anulowany,3
99,57,63,2024-03-19,Zakończony,5
100,19,54,2023-12-26,Anulowany,1
101,22,45,2021-11-12,Aktywny,4
102,2,8,2023-10-01,Zakończony,4
103,4,13,2024-03-02,Anulowany,2
104,39,95,2022-06-29,Aktywny,3
105,27,38,2024-05-24,Aktywny,5
106,4,23,2022-09-03,Zakończony,1
107,32,43,2024-02-05,Aktywny,5
108,36,92,2022-12-07,Zakończony,3
109,7,35,2023-03-12,Aktywny,4
110,87,91,2022-04-07,Zakończony,4
111,27,75,2022-12-06,Anulowany,1
112,87,92,2024-08-18,Zakończony,2
113,51,13,2023-03-20,Aktywny,3
114,23,60,2022-01-11,Anulowany,1
115,70,1,2024-03-27,Anulowany,2
116,83,21,2024-09-16,Zakończony,4
117,49,87,2022-09-16,Zakończony,5
118,1,21,2023-10-16,Anulowany,4
119,22,96,2024-04-28,Aktywny,1
120,96,45,2022-09-26,Aktywny,3
121,57,79,2023-04-09,Zakończony,1
122,22,64,2024-06-28,Anulowany,4
123,72,33,2024-06-18,Aktywny,5
124,24,79,2023-06-21,Anulowany,4
125,16,1,2024-01-13,Aktywny,2
126,74,5,2024-10-04,Aktywny,1
127,22,1,2024-02-10,Aktywny,3
128,22,18,2023-11-16,Zakończony,1
129,60,2,2023-05-16,Zakończony,1
130,98,73,2024-07-27,Anulowany,1
131,61,3,2024-06-28,Anulowany,2
132,64,22,2022-11-10,Aktywny,1
133,5,67,2022-09-02,Anulowany,5
134,14,99,2022-11-07,Anulowany,2
135,100,56,2024-02-16,Aktywny,4
136,55,16,2022-03-11,Anulowany,5
137,100,72,2024-03-13,Aktywny,1
138,73,30,2023-03-06,Aktywny,2
139,89,16,2024-05-24,Zakończony,4
140,65,79,2023-01-17,Aktywny,1
141,59,86,2023-11-07,Zakończony,3
142,63,84,2022-11-11,Aktywny,4
143,79,98,2023-07-07,Zakończony,5
144,72,21,2024-08-02,Aktywny,5
145,28,6,2023-01-27,Anulowany,4
146,4,58,2023-03-13,Aktywny,2
147,38,50,2024-03-15,Zakończony,3
148,63,60,2024-10-10,Anulowany,2
149,11,14,2023-10-26,Anulowany,2
150,8,93,2022-05-03,Aktywny,4
151,79,27,2023-10-02,Anulowany,3
152,90,39,2022-08-30,Anulowany,5
153,30,27,2024-06-14,Anulowany,3
154,74,48,2024-05-13,Zakończony,4
155,79,6,2022-03-12,Anulowany,3
156,46,11,2021-12-03,Zakończony,3
157,111,40,2022-02-02,Aktywny,2
158,104,42,2024-04-30,Aktywny,5
159,74,12,2024-09-26,Aktywny,4
160,10,40,2024-10-25,Anulowany,1
161,101,160,2023-06-21,Anulowany,4
162,33,72,2024-05-17,Anulowany,1
163,9,166,2024-01-18,Zakończony,3
164,139,19,2022-10-28,Anulowany,2
165,79,11,2023-09-06,Aktywny,3
166,14,197,2022-03-07,Anulowany,2
167,148,153,2024-04-13,Anulowany,1
168,178,34,2023-04-21,Anulowany,3
169,17,163,2024-10-20,Anulowany,5
170,181,74,2024-09-22,Anulowany,2
171,12,75,2022-01-19,Zakończony,2
172,141,33,2022-05-23,Anulowany,3
173,103,62,2022-02-25,Anulowany,3
174,145,104,2022-09-29,Anulowany,4
175,93,80,2023-04-29,Anulowany,1
176,58,148,2022-05-14,Aktywny,3
177,142,81,2024-05-02,Aktywny,3
178,125,40,2023-03-16,Aktywny,2
179,186,170,2023-08-24,Zakończony,4
180,132,143,2022-05-19,Zakończony,3
181,55,159,2024-10-02,Zakończony,4
182,84,107,2022-05-09,Zakończony,1
183,134,92,2022-12-19,Aktywny,5
184,99,173,2022-11-22,Zakończony,2
185,184,160,2023-02-04,Zakończony,2
186,23,105,2022-01-14,Anulowany,4
187,150,192,2022-05-07,Zakończony,4
188,54,70,2023-12-01,Aktywny,1
189,149,144,2023-08-11,Aktywny,2
190,158,93,2022-09-18,Anulowany,2
191,89,130,2023-03-13,Aktywny,2
192,185,168,2022-09-26,Aktywny,5
193,53,11,2021-11-02,Aktywny,1
194,99,42,2022-10-17,Zakończony,3
195,75,137,2023-04-12,Anulowany,3
196,28,111,2022-10-04,Aktywny,3
197,161,93,2023-12-08,Anulowany,3
198,57,84,2024-03-07,Aktywny,4
199,138,10,2023-09-23,Zakończony,5
200,79,51,2021-12-05,Anulowany,2
201,108,139,2022-10-11,Zakończony,4
202,139,124,2022-04-04,Zakończony,4
203,137,164,2023-05-14,Anulowany,1
204,187,120,2023-04-09,Aktywny,3
205,124,40,2022-05-06,Zakończony,2
206,193,175,2022-08-15,Anulowany,1
207,60,162,2021-11-14,Zakończony,1
208,78,197,2022-08-12,Aktywny,4
209,129,171,2022-12-22,Aktywny,4
210,190,196,2024-05-14,Zakończony,3
211,122,73,2023-07-25,Aktywny,4
212,105,43,2023-03-15,Zakończony,3
213,177,55,2022-12-21,Aktywny,3
214,65,150,2022-08-02,Aktywny,2
215,178,125,2022-09-17,Zakończony,5
216,27,133,2024-03-09,Aktywny,5
217,11,8,2021-12-12,Zakończony,4
218,59,92,2023-11-24,Anulowany,5
219,88,11,2024-01-09,Zakończony,5
220,24,135,2023-04-19,Anulowany,1
221,21,187,2021-12-24,Aktywny,2
222,104,31,2024-10-13,Anulowany,3
223,181,70,2022-05-27,Anulowany,4
224,120,5,2023-05-26,Anulowany,3
225,163,82,2023-12-31,Aktywny,3
226,160,82,2024-02-06,Zakończony,3
227,182,145,2024-02-23,Aktywny,3
228,23,199,2024-04-19,Anulowany,3
229,110,94,2023-09-16,Aktywny,1
230,144,112,2022-10-29,Anulowany,5
231,64,130,2024-05-03,Aktywny,2
232,140,153,2022-01-20,Aktywny,1
233,29,186,2021-11-15,Aktywny,5
234,171,70,2023-06-16,Zakończony,5
235,189,46,2022-02-09,Anulowany,2
236,82,175,2024-01-02,Anulowany,3
237,131,126,2021-11-05,Aktywny,1
238,26,142,2024-02-19,Aktywny,5
239,103,171,2023-11-09,Zakończony,1
240,187,192,2022-07-13,Zakończony,3
