57,88,2024-09-02,14:37:41,10:29:57,19,81
58,24,2022-10-08,11:42:19,07:25:54,45,32
59,99,2024-08-02,23:01:31,16:37:24,11,95
60,1,2022-08-21,21:40:50,14:43:00,90,15
61,47,2023-06-08,03:40:03,20:35:35,71,80
62,83,2024-08-11,17:24:12,17:21:18,43,29
63,95,2022-08-01,03:34:51,08:28:38,48,32
64,63,2023-05-06,16:27:11,12:25:01,75,11
65,18,2024-10-21,17:05:15,19:32:59,77,25
66,11,2023-12-14,23:27:36,14:59:26,47,91
67,57,2023-11-27,20:08:12,22:28:14,61,5
68,21,2024-01-28,23:03:08,13:45:42,82,11
69,64,2022-09-18,10:10:08,20:00:39,28,82
70,2,2024-01-15,08:29:25,15:28:08,29,61
71,3,2023-06-17,17:52:42,19:34:16,43,28
72,52,2022-11-10,08:04:36,00:11:47,9,12
73,94,2024-01-23,04:58:10,03:42:02,24,17
74,29,2024-03-04,12:29:25,07:50:29,84,66
75,76,2023-10-16,03:56:32,11:39:38,85,20
76,36,2022-09-13,15:40:31,11:21:07,58,68
77,67,2023-01-10,08:09:42,18:08:17,15,80
78,20,2023-11-13,03:20:12,14:57:20,7,63
79,1,2024-01-11,18:07:19,06:16:36,26,23
80,40,2024-02-18,01:16:10,08:39:11,63,31
81,74,2023-09-21,01:27:55,01:57:15,79,39
82,91,2023-12-14,03:56:37,14:52:08,13,27
83,83,2024-05-08,18:51:15,14:34:42,34,86
84,92,2024-06-30,02:00:55,13:21:33,46,31
85,23,2022-01-16,06:46:35,14:11:11,43,31
86,30,2022-08-12,09:15:56,10:39:04,46,57
87,97,2022-02-11,06:48:51,08:26:03,33,13
88,8,2024-02-29,19:25:19,12:50:03,11,50
89,99,2023-02-09,16:12:05,08:21:58,62,11
90,51,2022-09-05,22:23:50,19:58:39,50,82
91,30,2023-06-05,10:47:16,01:38:08,21,65
92,21,2023-06-28,18:24:50,17:49:37,37,22
93,11,2024-05-23,04:43:16,22:43:51,69,61
94,4,2023-01-02,00:27:41,21:27:00,56,58
95,29,2024-07-05,12:59:52,00:09:22,43,66
96,75,2024-02-06,10:58:37,12:24:16,57,38
97,55,2023-02-11,11:46:05,13:28:47,5,12
98,44,2024-07-18,14:43:35,14:25:04,18,70
99,97,2024-10-13,01:11:20,17:17:16,100,5
100,91,2021-11-04,01:22:18,05:33:49,83,81
101,97,2023-03-30,03:00:35,23:08:29,98,58
102,13,2024-01-10,10:29:10,03:18:55,4,81
103,81,2022-03-17,16:58:39,21:20:30,87,79
104,3,2023-04-22,13:58:50,16:21:28,72,79
105,36,2023-11-12,12:44:05,02:05:49,91,1
106,99,2024-03-31,17:33:17,02:08:48,55,88
107,93,2024-06-20,15:32:19,10:10:07,23,23
108,33,2023-10-15,19:21:19,21:32:32,63,47
109,86,2022-01-10,20:29:04,14:14:32,90,20
110,38,2024-06-28,13:04:57,15:34:30,97,58
111,64,2023-02-21,07:05:14,01:04:39,41,63
112,27,2022-06-17,11:36:44,04:55:57,100,31
113,73,2023-01-10,16:17:46,20:36:51,79,8
114,6,2024-05-12,17:19:47,21:30:43,11,39
115,42,2023-08-22,17:24:28,23:11:13,20,41
116,22,2023-10-03,20:20:22,09:44:34,20,83
117,75,2023-05-14,16:40:47,02:15:07,82,73
118,30,2023-02-20,07:16:07,14:26:01,24,13
119,96,2022-05-11,03:41:06,07:43:08,73,28
120,59,2023-07-19,14:06:42,21:29:01,40,83
121,32,2023-02-15,10:54:06,10:32:33,94,61
122,38,2023-12-30,21:36:29,07:55:48,73,35
123,72,2024-04-04,17:06:19,23:42:27,70,52
124,48,2023-06-21,05:37:21,15:08:22,96,1
125,4,2022-07-29,15:04:15,21:35:30,38,17
126,11,2024-04-11,03:02:39,11:34:13,34,98
127,2,2024-09-02,01:02:44,07:42:10,16,79
128,32,2023-12-03,07:49:07,22:10:16,85,13
129,65,2024-07-09,21:11:16,03:18:49,19,54
130,63,2022-07-06,07:36:22,22:36:26,100,53
131,86,2024-05-05,10:22:13,18:59:55,47,17
132,42,2023-03-07,18:28:31,08:57:33,9,28
133,87,2024-05-03,10:22:05,02:12:57,21,82
134,2,2024-07-21,02:13:07,04:27:52,11,43
135,45,2022-11-09,17:02:20,11:23:45,52,62
136,19,2024-07-01,15:10:07,11:42:04,69,31
137,79,2022-09-15,11:04:33,11:23:06,49,88
138,48,2022-07-12,06:43:15,19:04:47,16,55
139,93,2022-12-11,05:29:49,05:29:39,43,85
140,15,2022-01-25,23:08:29,04:28:49,99,38
141,62,2022-07-26,11:06:00,00:25:24,12,87
142,25,2023-09-13,15:02:57,02:04:05,38,92
143,17,2023-04-01,18:37:00,21:20:04,17,52
144,55,2023-01-24,07:22:59,02:44:37,2,10
145,2,2022-10-20,05:30:41,07:50:02,3,34
146,29,2022-11-05,23:03:14,04:43:30,80,70
147,77,2023-04-30,16:02:12,05:49:40,12,38
148,12,2022-11-25,16:03:20,06:08:56,29,5
149,37,2024-07-22,09:39:29,04:15:27,48,16
150,38,2023-04-07,19:19:41,06:09:08,12,92
151,3,2023-07-28,21:58:43,22:43:55,37,97
152,40,2024-04-06,17:08:37,09:56:07,7,91
153,60,2022-08-31,16:50:21,02:24:44,75,54
154,20,2024-05-24,12:38:43,15:22:50,8,52
155,81,2024-04-21,22:37:45,17:47:16,43,13
156,27,2024-05-30,14:34:49,17:14:45,59,31
157,25,2023-02-26,16:21:00,13:26:28,42,85
158,1,2024-03-29,15:57:45,03:03:20,15,22
159,42,2024-04-14,08:41:22,22:47:43,37,29
160,15,2024-04-15,10:40:57,17:53:28,24,95
161,36,2022-01-19,10:14:36,05:37:54,59,46
162,55,2023-10-16,17:12:19,04:37:21,98,8
163,30,2022-01-25,02:12:22,12:13:19,55,52
164,27,2023-05-07,23:25:35,20:37:16,75,42
165,22,2024-07-20,20:45:49,07:45:45,3,38
166,77,2021-11-10,08:01:04,19:18:11,71,59
167,4,2024-03-10,01:41:56,01:49:54,56,20
168,43,2024-09-25,00:12:19,16:21:46,100,19
169,87,2022-11-12,15:28:44,19:59:32,94,14
170,53,2024-05-01,13:21:07,07:09:19,67,17
171,62,2023-03-27,03:40:43,10:37:07,3,48
172,31,2022-12-23,23:00:03,13:38:03,97,15
173,99,2023-12-08,01:17:48,18:53:27,20,63
174,97,2024-10-15,06:09:16,23:50:43,17,10
175,2,2023-05-09,22:32:47,14:03:42,28,5
176,7,2022-06-01,23:28:44,17:24:49,66,26
177,59,2021-12-16,03:57:31,01:32:44,57,99
178,1,2021-12-01,18:39:00,01:18:18,23,25
179,32,2023-05-06,14:32:29,11:25:17,87,90
180,14,2024-02-11,05:50:11,17:45:08,60,35
181,59,2024-09-07,02:03:26,15:03:05,75,8
182,18,2024-10-01,20:34:26,13:20:12,59,95
183,15,2023-06-26,12:47:03,22:33:09,65,95
184,26,2023-09-01,03:48:04,14:21:14,70,47
185,60,2022-01-24,17:58:47,03:38:51,43,87
186,69,2022-10-20,12:17:21,21:13:02,20,69
187,21,2023-05-03,05:35:08,18:13:27,65,30
188,25,2023-09-05,17:47:33,12:23:12,50,72
189,57,2023-02-26,01:00:50,05:46:07,69,94
190,50,2023-03-18,09:00:27,10:23:57,42,87
191,9,2024-02-07,05:50:26,11:07:10,37,25
192,24,2022-10-09,00:04:21,17:56:05,21,45
193,7,2023-02-07,15:42:54,15:10:43,57,23
194,14,2023-12-14,00:29:35,11:01:05,44,42
195,14,2022-06-18,13:09:04,12:17:02,50,18
196,79,2023-02-18,10:47:12,16:10:06,88,8
197,71,2024-05-30,11:11:57,04:27:16,68,30
198,92,2024-10-16,14:10:05,07:58:43,8,55
199,50,2024-05-24,16:48:02,14:14:29,79,81
200,2,2024-02-08,14:47:47,03:02:04,39,35
201,99,2022-09-13,03:19:13,17:17:32,16,60
202,78,2024-05-02,02:11:09,09:05:17,38,46
203,14,2023-01-22,11:16:21,21:57:53,94,69
204,63,2024-03-26,20:18:56,07:17:29,3,3
205,62,2023-10-01,00:15:54,08:24:13,62,66
206,36,2023-10-11,06:40:54,15:07:47,71,35
207,33,2023-04-19,14:46:20,07:14:52,72,71
208,51,2022-12-19,15:00:03,23:02:21,44,1
209,1,2023-12-07,22:01:25,12:27:18,2,90
210,85,2022-05-08,00:04:17,18:28:58,53,3
211,7,2023-08-07,15:28:28,20:41:30,95,61
212,29,2024-02-01,13:02:24,22:42:22,36,20
213,79,2022-10-13,07:32:36,15:02:15,50,17
214,84,2023-10-30,10:47:52,10:09:55,82,23
215,49,2022-10-04,07:07:35,14:26:03,98,19
216,24,2023-09-17,02:19:03,16:24:37,91,39
217,82,2023-08-19,18:04:36,08:40:57,30,34
218,78,2024-05-04,07:20:38,03:49:08,41,23
219,5,2022-12-20,14:48:46,17:18:04,44,67
220,91,2024-02-03,04:51:46,13:24:30,17,28
221,47,2021-11-11,05:57:28,15:17:46,52,35
222,95,2024-03-27,08:23:05,00:28:24,52,94
223,96,2022-12-29,14:46:41,17:46:08,56,78
224,28,2023-04-18,19:28:30,04:54:55,85,23
225,92,2023-12-29,19:06:28,14:54:41,18,25
226,21,2023-12-31,11:46:17,01:01:59,5,50
227,55,2024-09-14,20:01:06,03:53:05,13,63
228,21,2022-10-10,14:48:51,09:02:05,53,28
229,39,2023-06-01,02:22:37,14:56:59,56,14
230,61,2022-12-29,14:28:54,19:15:43,23,94
231,25,2022-08-19,09:14:26,11:40:53,18,12
232,55,2023-11-01,16:46:42,05:59:35,65,41
233,93,2023-10-31,11:58:12,16:21:19,1,91
234,57,2022-09-12,19:58:17,21:43:13,5,26
235,68,2023-11-23,07:28:05,19:46:20,74,68
236,95,2022-07-20,14:33:05,06:37:49,51,55
237,19,2024-03-18,22:39:16,14:36:25,1,57
238,6,2023-06-04,23:33:51,02:52:36,34,99
239,41,2023-09-30,04:07:01,01:08:10,19,73
240,38,2022-05-02,09:36:30,03:29:34,32,42
241,22,2024-01-19,14:05:46,04:53:05,69,92
242,73,2022-05-29,15:14:13,01:46:54,46,61
243,7,2023-08-11,22:26:07,21:48:24,35,32
244,62,2023-03-30,09:38:15,02:26:58,82,59
245,81,2024-03-01,01:24:18,07:20:12,23,4
246,49,2023-01-10,23:45:29,07:09:41,53,73
247,93,2022-10-05,17:43:52,09:15:35,51,82
248,72,2024-01-05,08:14:38,11:49:54,100,18
249,93,2024-02-27,05:42:07,02:22:05,5,75
250,66,2024-04-13,03:47:18,09:55:47,43,40
251,51,2023-10-10,15:03:42,02:30:14,12,70
252,3,2022-07-09,20:48:39,20:01:26,97,89
253,89,2023-04-07,04:09:24,15:40:38,50,68
254,86,2022-05-02,19:17:44,18:27:25,19,92
255,6,2023-09-04,22:52:17,22:44:53,91,33
256,25,2022-11-25,14:14:56,23:22:03,30,60
257,96,2023-09-27,17:36:34,16:21:03,66,9
258,47,2023-03-16,10:25:47,04:47:03,55,20
259,79,2024-03-29,21:22:13,10:52:17,30,40
260,91,2024-09-13,10:44:49,15:25:23,99,100
261,97,2023-09-17,22:16:07,14:41:31,82,87
262,6,2022-07-15,00:15:16,00:18:00,98,48
263,69,2024-08-26,01:33:24,14:01:57,39,76
264,41,2024-05-31,06:47:30,14:01:24,51,73
265,66,2023-03-18,12:48:46,09:30:15,36,84
266,26,2021-12-06,10:09:41,07:42:34,43,54
267,60,2024-04-17,02:19:07,13:10:25,95,23
268,74,2024-02-08,02:55:37,07:34:46,90,75
269,52,2021-11-23,12:52:39,06:07:25,19,84
270,95,2022-06-02,22:54:17,11:24:47,99,64
271,13,2023-12-27,11:12:27,20:39:04,32,71
272,69,2022-09-11,13:35:41,01:37:58,23,78
273,77,2024-05-21,01:35:23,14:29:18,10,19
274,55,2023-07-24,22:31:51,04:55:54,40,92
275,42,2022-09-20,14:19:57,19:27:59,15,7
276,22,2024-07-16,21:42:53,21:37:17,23,20
277,89,2024-02-24,09:34:08,11:41:28,54,65
278,85,2022-08-18,10:49:35,12:53:51,93,17
279,59,2023-03-19,01:47:18,01:22:59,7,71
280,54,2024-07-26,12:34:42,23:59:05,60,4
281,49,2021-11-16,01:15:04,12:12:23,50,6
282,79,2024-10-26,23:39:49,14:31:13,89,85
283,21,2024-09-19,14:44:03,02:41:37,61,32
284,78,2022-07-26,23:08:33,01:38:15,89,77
285,50,2023-01-31,01:22:31,05:12:53,78,79
286,77,2023-10-14,00:39:30,02:28:31,18,41
287,79,2024-04-13,10:54:04,10:36:29,45,69
288,95,2022-04-18,15:31:10,00:10:19,100,88
289,19,2022-10-27,21:25:31,15:37:18,23,59
290,11,2023-07-03,04:07:21,11:57:31,16,44
291,61,2023-01-02,07:43:34,04:08:52,10,32
292,56,2022-11-30,16:27:47,07:05:23,75,82
293,61,2021-12-15,08:28:17,19:42:24,76,9
294,7,2023-07-03,15:52:47,22:05:42,5,100
295,99,2021-12-13,08:15:15,05:05:30,11,5
296,95,2023-01-11,06:59:11,01:30:46,74,67
297,41,2022-06-26,04:53:17,12:28:29,91,6
298,83,2024-10-26,01:20:56,13:28:18,6,27
299,35,2022-05-27,10:52:22,11:34:14,84,75
300,80,2022-08-31,15:58:06,16:00:55,9,86
301,21,2022-05-29,15:45:55,08:04:09,93,70
302,28,2023-05-31,09:51:09,00:54:21,59,98
303,57,2022-04-09,22:16:16,22:51:03,83,56
304,36,2023-06-25,11:21:08,04:04:38,66,17
305,59,2023-09-07,12:56:59,17:18:43,7,25
306,34,2023-04-09,03:29:27,23:01:24,17,36
307,51,2024-10-23,21:22:30,05:30:15,37,15
308,48,2023-12-09,18:00:07,10:04:17,11,10
309,98,2023-12-22,16:25:18,02:10:21,67,18
310,51,2024-10-21,18:45:33,11:20:13,68,26
311,12,2022-07-19,07:47:52,05:43:19,64,29
312,32,2022-05-25,02:20:19,12:00:22,75,64
313,94,2023-12-14,16:51:47,06:52:00,69,48
314,69,2022-08-03,04:46:38,07:03:35,79,84
315,1,2022-12-18,20:26:39,21:47:30,76,95
316,88,2023-08-21,06:42:41,23:29:39,47,10
317,40,2024-06-27,01:23:17,12:48:07,63,19
318,78,2023-10-19,02:18:27,10:14:43,3,44
319,85,2023-02-18,12:00:50,09:22:16,80,67
320,63,2024-10-07,15:24:44,13:52:16,34,57
321,20,2022-01-20,19:23:14,21:42:15,29,39
322,59,2023-05-17,18:29:12,14:43:30,21,54
323,10,2023-05-28,14:44:29,04:19:29,77,29
324,44,2022-11-15,09:40:18,22:49:37,49,92
325,79,2022-11-08,05:49:29,09:01:02,15,90
326,99,2023-08-14,21:09:34,11:34:33,35,13
327,15,2023-05-14,10:34:06,09:05:40,88,58
328,43,2024-05-08,19:51:34,19:43:13,59,11
329,67,2023-08-30,03:36:12,23:24:54,43,38
330,83,2023-11-01,02:43:04,13:14:08,55,93
331,22,2024-05-01,08:39:08,00:10:24,92,27
332,58,2022-12-27,03:41:42,17:57:36,26,74
333,100,2022-10-06,16:17:34,12:03:20,11,82
334,72,2023-04-22,13:50:29,15:35:48,10,79
335,76,2023-03-06,20:09:03,14:27:58,51,56
336,17,2024-04-14,13:02:47,06:06:59,43,78
337,63,2022-05-01,10:08:10,20:42:55,33,67
338,20,2024-03-09,18:45:10,18:13:29,62,71
339,62,2024-01-26,02:01:01,09:07:35,91,65
340,88,2022-01-29,18:30:23,05:56:39,83,79
341,51,2024-08-14,20:56:03,00:53:28,30,98
342,30,2021-10-31,06:08:56,13:16:31,91,100
343,19,2023-06-07,09:43:38,17:27:52,99,90
344,26,2024-10-12,12:24:59,12:25:12,96,71
345,100,2023-12-15,14:40:04,07:10:25,41,26
346,73,2024-06-07,13:53:15,02:14:42,33,9
347,42,2024-10-07,15:04:54,10:48:10,78,86
348,13,2023-05-14,08:19:23,09:17:04,71,55
349,70,2022-04-19,21:30:33,10:03:42,29,96
350,3,2024-05-12,17:58:06,09:02:28,11,31
351,76,2023-02-10,19:53:32,17:26:00,99,4
352,40,2022-08-10,07:35:06,02:55:57,38,36
353,43,2022-02-15,11:10:09,22:05:26,67,78
354,69,2022-11-06,00:48:55,14:47:41,79,8
355,98,2023-05-26,17:07:55,12:13:03,11,42
356,85,2023-06-17,09:02:00,09:16:01,47,7
357,72,2022-09-25,06:45:07,12:02:48,93,86
358,21,2024-04-04,05:50:57,18:08:51,56,9
359,10,2023-08-24,06:16:11,09:02:22,4,41
360,30,2023-09-01,17:29:29,02:56:16,79,89
361,37,2023-04-03,10:06:55,20:49:10,48,48
362,79,2022-12-30,22:11:41,14:59:36,8,89
363,32,2023-09-27,05:31:39,13:38:08,49,87
364,12,2022-09-06,02:23:48,10:19:45,5,48
365,83,2022-11-24,12:09:58,16:55:09,62,69
366,15,2024-08-03,23:51:18,18:28:23,100,78
367,43,2024-09-02,05:22:01,02:18:42,82,14
368,77,2024-03-12,13:59:26,19:19:27,72,70
369,51,2023-09-21,14:15:43,19:57:01,85,6
370,24,2023-11-18,08:47:21,10:28:51,30,80
371,100,2024-04-18,12:35:36,17:39:13,63,97
372,90,2023-05-03,22:10:29,15:57:53,58,13
373,21,2022-07-17,04:52:22,06:40:05,83,88
374,95,2022-07-08,07:39:11,01:43:08,19,59
375,76,2024-07-15,09:36:00,13:32:53,54,68
376,19,2021-10-31,04:08:30,22:54:24,22,97
377,87,2022-06-11,12:55:06,16:20:18,100,20
378,39,2022-01-23,17:02:15,20:25:56,17,41
379,4,2022-04-12,00:05:39,21:18:22,13,40
380,81,2023-06-27,20:03:00,22:42:21,41,29
381,67,2022-01-29,16:03:45,08:39:57,13,33
382,83,2022-02-22,08:38:15,06:57:46,57,14
383,92,2024-06-20,09:48:18,05:13:18,53,90
384,80,2022-11-11,23:58:25,06:19:46,84,69
385,95,2022-05-02,06:47:12,11:15:00,67,89
386,69,2023-05-22,07:40:22,18:42:22,40,89
387,75,2023-02-17,06:29:02,22:35:47,94,36
388,73,2022-08-21,06:34:19,04:50:42,96,56
389,83,2023-04-14,17:25:58,14:31:39,17,39
390,42,2022-12-16,23:02:06,01:01:14,10,26
391,86,2023-08-01,14:34:36,13:52:54,9,49
392,3,2024-09-29,03:40:05,21:05:21,52,27
393,65,2024-04-08,20:05:56,23:05:17,72,13
394,68,2024-03-08,04:09:20,17:53:45,4,88
395,31,2024-07-03,16:38:07,01:10:22,71,7
396,92,2023-10-07,16:28:16,06:42:29,87,57
397,45,2022-08-09,16:07:04,03:55:33,70,93
398,73,2021-11-08,11:07:07,09:57:02,69,66
399,32,2022-05-03,23:41:12,05:56:22,80,33
400,54,2022-08-25,09:20:57,19:14:52,39,67
