62,23,2023-09-03,4,1,,Nieprzydatny materiał,tak,Neque reiciendis occaecati distinctio eaque facere fugit. Unde aut corporis sint. Tempore enim impedit nam quo.
39,54,2023-02-17,3,1,Bardzo pomocny,,nie wiem,Labore dignissimos optio velit maxime quos. Exercitationem odit totam neque nulla ut aspernatur optio. Reprehenderit quam rem magni laborum necessitatibus.
86,25,2023-10-27,4,3,Bardzo pomocny,Zbyt długi,nie,Itaque reiciendis architecto. Tempore earum quia saepe animi ab facere.
54,16,2023-08-25,5,2,Praktyczne przykłady,Zbyt długi,tak,Sequi voluptas dolorem voluptatem repellendus. Sapiente deserunt corporis nobis adipisci aliquid aliquam. Deleniti consequatur nostrum dolores.
83,76,2024-04-20,2,5,Praktyczne przykłady,Nieprzydatny materiał,tak,"Ducimus magni consequuntur laudantium cum. Suscipit placeat minus tempora dolores.
Enim provident deleniti voluptatum. Praesentium rem voluptas esse natus reprehenderit."
70,58,2023-07-25,4,5,Świetnie zorganizowany,Zbyt ogólny,tak,Et iusto corporis sed. Tempore nihil dignissimos facere. Molestiae suscipit repellendus.
41,44,2023-01-11,4,4,Bardzo pomocny,Niejasne wyjaśnienia,nie,Nam enim a. Praesentium architecto iste ipsum officiis sunt est in.
55,8,2023-05-07,3,1,,Zbyt długi,nie,Odit fuga voluptates illo saepe. Eos reprehenderit deserunt ut animi. Et itaque omnis fuga officiis quod.
32,86,2023-04-12,4,4,Dobrze przekazana wiedza,Zbyt długi,nie wiem,Earum itaque inventore. Ex assumenda expedita ullam. Quibusdam consequatur sed corporis esse saepe delectus.
97,93,2023-08-24,1,5,Inspirujący,,nie,"Beatae voluptas veritatis quos. Facilis minima maxime excepturi.
Porro consequatur non cupiditate sequi consequuntur.
Nihil repellendus libero. Ducimus distinctio occaecati eaque recusandae corrupti."
8,83,2024-07-27,2,2,Profesjonalny prowadzący,Mało praktycznych przykładów,tak,"Quisquam libero modi minima sequi accusantium eaque sint. Earum voluptates nostrum doloribus eius. Beatae est quod omnis quibusdam dolorem unde.
Quis necessitatibus a omnis architecto aspernatur."
17,96,2023-05-24,2,1,Świetnie zorganizowany,Brak interakcji,nie,"Dignissimos aperiam repellendus fugiat quo. Possimus ipsum odio placeat adipisci.
Laboriosam impedit deserunt. Praesentium culpa impedit nihil ad."
39,65,2024-06-21,4,4,,,nie wiem,Nesciunt repellat eligendi sunt deleniti. Sit quas adipisci ut repellat. Quisquam reprehenderit qui ad. Sunt necessitatibus nulla.
16,25,2024-06-13,5,2,Świetnie zorganizowany,Zbyt długi,nie wiem,"Cum rerum iure dolorum corporis esse.
Ab doloremque labore fugit porro. Quisquam ipsam fugiat aliquam ea. Doloribus magnam in saepe temporibus."
20,99,2024-04-11,1,1,Profesjonalny prowadzący,Niejasne wyjaśnienia,tak,Nemo distinctio tempore aspernatur repellat est cumque. Iusto esse suscipit esse sed esse.
4,83,2023-10-13,3,4,Świetnie zorganizowany,Zbyt ogólny,tak,"Perspiciatis consequuntur impedit harum. Sed accusamus rem.
Dolorem tenetur cupiditate laudantium qui laboriosam veritatis quaerat. Saepe ad veniam aliquid praesentium pariatur."
83,83,2024-06-24,4,3,Wartościowy materiał,Mało praktycznych przykładów,nie wiem,Eius accusantium a. Eveniet quaerat asperiores in id fuga. Excepturi molestias exercitationem minima voluptatem neque molestiae.
6,93,2024-07-15,2,1,Profesjonalny prowadzący,Słaba organizacja,tak,Nam sequi fugit. Ipsam aperiam reiciendis sunt provident unde occaecati.
41,37,2023-07-28,2,5,Dobrze przekazana wiedza,Zbyt długi,nie,"Nulla dolorum recusandae cupiditate rem. Voluptas qui error quidem fuga ab.
Dolore nihil tempora consequuntur sunt. Natus laboriosam ducimus voluptate aut."
72,9,2023-04-12,1,2,Praktyczne przykłady,Brak interakcji,tak,Ipsa ab ipsum fugiat totam tempore. Ullam corrupti autem neque ad.
49,21,2023-12-26,3,2,,Zbyt ogólny,nie wiem,"Corporis magni eum blanditiis totam velit eaque. Voluptatum voluptate molestias explicabo quo.
Tempora voluptatum dignissimos perferendis pariatur quae."
91,68,2022-12-17,4,2,Dobrze przekazana wiedza,Niejasne wyjaśnienia,nie wiem,"Provident vero repellat ipsum velit corporis.
Itaque sequi vero harum pariatur possimus. Ad praesentium iure error deleniti. Aspernatur excepturi odio earum sunt est amet totam."
9,100,2023-09-26,4,2,Świetnie zorganizowany,,nie wiem,"Nostrum ad distinctio dolorem. Ad dignissimos modi quam eveniet necessitatibus.
At veniam nihil velit accusamus numquam ut."
91,88,2024-02-19,1,4,Praktyczne przykłady,Zbyt długi,nie,Amet ullam odit facilis. Soluta nulla aut sit nemo. Non doloribus quo quam.
39,26,2023-10-13,3,1,Świetnie zorganizowany,,nie wiem,Quibusdam asperiores nemo nostrum hic sed saepe velit. Deleniti dicta voluptatibus eius illo consectetur. Sint temporibus pariatur. Saepe voluptatem amet ducimus accusamus.
6,1,2023-01-15,3,3,Wartościowy materiał,Brak interakcji,tak,Eius repudiandae tempore officiis. Nesciunt officia fuga voluptates nostrum. Labore iure reiciendis dolores et numquam architecto.
2,25,2023-05-15,3,5,Świetnie zorganizowany,Mało praktycznych przykładów,tak,"Quisquam maxime blanditiis iste cumque totam. Neque placeat consequuntur consequuntur deleniti nihil dolore.
Quibusdam ab laudantium inventore dignissimos sequi."
32,58,2023-02-14,4,4,Profesjonalny prowadzący,Niejasne wyjaśnienia,nie wiem,Labore suscipit nam repellat eaque. Libero voluptatum molestias. Temporibus perspiciatis dolore nostrum ratione.
59,2,2023-09-16,3,2,Dobrze przekazana wiedza,Niejasne wyjaśnienia,nie wiem,"Repellendus dolor reprehenderit earum doloremque optio ipsam.
Eligendi esse fugit reprehenderit debitis. Labore nulla aliquam ad quos."
4,118,2023-03-06,1,3,,Zbyt ogólny,tak,Ipsam asperiores occaecati architecto veniam perferendis dolorem atque. Exercitationem maiores aliquid at voluptate vero.
48,8,2023-11-28,5,3,Praktyczne przykłady,Nieprzydatny materiał,tak,"Voluptatibus doloremque nemo molestiae. Nobis voluptas quidem.
Dignissimos atque veritatis. Ratione libero repellendus veniam recusandae quo. Sunt nemo repudiandae culpa dolore ipsa."
62,180,2024-08-11,1,1,,Niejasne wyjaśnienia,nie,"Corrupti illo neque deleniti.
Possimus nam cupiditate ipsa animi harum. Corporis earum doloribus ipsa. Ipsum blanditiis debitis ducimus.
Dolore quos esse adipisci rerum."
79,72,2022-12-21,2,2,Profesjonalny prowadzący,Nieprzydatny materiał,nie,Doloribus sapiente doloribus sunt est eveniet numquam. Quaerat quisquam incidunt harum aspernatur fugit dolor.
37,155,2023-05-07,2,2,Dobrze przekazana wiedza,Brak interakcji,nie wiem,"Pariatur architecto aspernatur sapiente. Eveniet vitae sunt officia.
Fugiat beatae odit ut dignissimos. Asperiores iusto explicabo est.
Ratione culpa id libero ipsam."
61,121,2023-05-06,2,2,Inspirujący,Zbyt ogólny,tak,Delectus enim impedit. Amet maiores dolorem rerum quam dolore rem libero. Ullam sed corrupti molestiae.
126,116,2024-06-13,4,3,Świetnie zorganizowany,Nieprzydatny materiał,nie,Quod doloremque iusto nihil ab consequuntur tempora cum. Incidunt ipsam quod possimus. Vero est hic quam explicabo. A quos libero quos hic sunt.
21,198,2024-02-27,3,2,Dobrze przekazana wiedza,Zbyt ogólny,nie,Deleniti adipisci dolores necessitatibus ex nemo quidem veritatis. Perspiciatis quasi asperiores sint quod libero. Omnis officia rem expedita.
46,141,2024-05-23,3,2,,Zbyt długi,nie,Odit harum itaque dicta minus. Asperiores labore tenetur ea eum quo. Ex explicabo debitis animi iure deleniti.
19,149,2023-08-19,5,2,Dobrze przekazana wiedza,Słaba organizacja,nie wiem,Nam consequuntur voluptatum asperiores laboriosam. Nulla qui aliquid blanditiis. Aut doloremque unde sunt.
182,94,2024-09-09,3,1,Inspirujący,Brak interakcji,nie wiem,"Debitis laudantium nemo porro voluptatum. Autem adipisci neque dolorum occaecati.
Esse eveniet enim id saepe minus nihil vel."
20,87,2024-08-08,2,2,Bardzo pomocny,Zbyt długi,tak,"Placeat consequuntur laboriosam consequuntur praesentium nesciunt. Eos libero quam expedita soluta quaerat eligendi.
Vel facilis doloribus voluptatum dolorem quod. Voluptatibus saepe itaque."
159,139,2024-04-23,5,3,Bardzo pomocny,Zbyt ogólny,tak,"Id nemo saepe ipsum.
Eius tempore aliquid ut nulla eveniet. Magnam architecto mollitia velit suscipit officia."
122,175,2023-10-11,4,4,Inspirujący,,nie wiem,"Molestias magnam non.
Praesentium sunt praesentium placeat. Quia aperiam harum facere dolores consequuntur deserunt fugiat."
184,1,2024-09-19,1,4,,Słaba organizacja,tak,"Voluptatum iure quod ullam qui. Quod animi ab.
Officia eum consequuntur consectetur ad nostrum repellendus. Quod minima ab aspernatur et."
81,59,2023-09-21,5,2,Bardzo pomocny,,nie wiem,Harum adipisci ab neque quae quidem neque repudiandae. Autem aspernatur ea eius. Maiores cumque aspernatur.
186,198,2023-02-09,2,1,Profesjonalny prowadzący,Brak interakcji,tak,Amet nulla quasi iusto. Ea accusantium placeat esse inventore ipsa.
99,70,2022-12-28,1,3,,Zbyt długi,nie,Ullam ducimus pariatur eius inventore culpa. Optio excepturi non assumenda autem. Aperiam ratione placeat quia. Earum animi necessitatibus excepturi hic rem id.
67,28,2023-07-27,5,3,Praktyczne przykłady,Słaba organizacja,nie wiem,"Dolorum minima facilis numquam. Ea debitis voluptatum.
Dolorum consequatur iste praesentium dicta. Ullam sed delectus quaerat."
