47,Grupa Swacha s.c.,52-456,Wrocław,aleja Lawendowa,84/18
48,Grupa Talaśka Sp.j.,90-432,Toruń,al. Strażacka,40
49,PPUH Szulczyk,58-287,Radomsko,ul. Poziomkowa,46
50,Gabinety Krokosz,16-948,Wejherowo,ulica Podgórna,98/22
51,Gabinety Dzierżak S.A.,63-621,Kwidzyn,ulica Głowackiego,38/46
52,Grupa Miętus-Prystupa s.c.,58-766,Piotrków Trybunalski,plac Witosa,871
53,Maras-Haraburda Sp.k.,40-304,Łuków,al. Olchowa,82
54,Kwinta-Rubaj Sp.j.,04-915,Turek,al. Górska,242
55,Szmalec Sp. z o.o.,36-935,Świętochłowice,ul. Wodna,82
56,FPUH Maciuk,39-768,Kraśnik,ulica Żabia,174
57,Grupa Matulka,32-127,Warszawa,al. Daleka,62
58,Ładniak-Engel Sp. z o.o.,63-382,Pszczyna,al. Władysława,32
59,Grupa Balas,15-372,Kościerzyna,ulica Kamienna,904
60,PPUH Reich,52-804,Zgorzelec,aleja Klasztorna,264
61,Gabinety Lepianka Sp. z o.o. Sp.k.,13-259,Tomaszów Mazowiecki,ul. Ludowa,44
62,Stowarzyszenie Kolanek-Ludwiniak Sp. z o.o. Sp.k.,85-079,Gdańsk,al. Dąbrowskiego,25
63,Prygiel Sp.k.,33-589,Częstochowa,ulica Grottgera,61/69
64,Gabinety Zięciak-Białka Sp. z o.o. Sp.k.,56-740,Rzeszów,ul. Porzeczkowa,762
65,Spółdzielnia Nalewajek,32-008,Lubin,al. Kościelna,50/83
66,Grupa Kochel Sp. z o.o.,19-682,Konin,aleja Towarowa,701
67,FPUH Świech i syn s.c.,95-328,Ciechanów,plac Sadowa,314
68,Stowarzyszenie Giedrojć,54-773,Tarnobrzeg,ulica Borowa,10/81
69,PPUH Guziak s.c.,67-208,Radomsko,ul. Wolności,90
70,PPUH Jarmuż Sp.k.,94-080,Bolesławiec,ulica Stolarska,691
71,Spółdzielnia Kapustka-Łuczyk Sp.k.,04-174,Bartoszyce,ulica Ciasna,081
72,Brańka-Piotrkowicz s.c.,11-568,Zgorzelec,al. Księżycowa,58
73,Bacia-Franc i syn s.c.,82-740,Tarnowskie Góry,ulica Sybiraków,90/88
74,Fundacja Wrochna,56-541,Zabrze,ulica Kolonia,49
75,PPUH Robaszkiewicz,56-175,Mysłowice,plac Jaworowa,485
76,Grupa Wawszczak,63-626,Bielsk Podlaski,ulica Lotnicza,96/33
77,Sobisz Sp. z o.o.,20-564,Kielce,al. Fiołkowa,802
78,Dynak s.c.,83-518,Rumia,plac Sienkiewicza,35
79,FPUH Kaluga s.c.,52-244,Gorlice,plac Cyprysowa,95
80,Smoter-Galica Sp.k.,40-652,Gliwice,ul. Morcinka,850
81,Labudda-Niemira Sp. z o.o.,14-319,Lubartów,plac Tulipanowa,856
82,Grupa Siembab S.A.,55-446,Sosnowiec,al. Grzybowa,501
83,Gałach-Fac s.c.,84-847,Bielawa,ulica Bukowa,05
84,Stowarzyszenie Bacik s.c.,43-103,Jasło,plac Długosza,30
85,FPUH Kursa-Kościuszko Sp.j.,07-819,Turek,ulica Rajska,68
86,Grupa Fogiel Sp. z o.o.,83-472,Dębica,ul. Klonowa,499
87,Mysiak-Sztuba Sp. z o.o.,87-955,Malbork,aleja Starowiejska,983
88,Laszkiewicz Sp. z o.o. Sp.k.,58-247,Krotoszyn,plac Towarowa,825
89,Hołysz Sp. z o.o. Sp.k.,55-122,Tarnów,ul. Turystyczna,16
90,Majos i syn s.c.,81-133,Kołobrzeg,ul. Toruńska,44/54
91,FPUH Leszcz,27-245,Pruszków,aleja Jadwigi,29/80
92,Fundacja Woroch,05-005,Pruszcz Gdański,aleja Borówkowa,426
93,Fit-Przystupa S.A.,53-884,Stargard Szczeciński,ul. Łączna,44
94,Grupa Kloch s.c.,53-318,Grudziądz,ul. Malinowa,98
95,Fundacja Głuszko,65-520,Piła,aleja Nowowiejska,18/64
96,Gabinety Duchnik,76-179,Bielsk Podlaski,ulica Powstańców,40
97,Gregorek S.A.,78-538,Zielona Góra,al. Stroma,17
98,Fundacja Behrendt i syn s.c.,79-891,Gniezno,plac Sarnia,30
99,PPUH Białk-Niedźwiadek Sp.k.,70-127,Grodzisk Mazowiecki,ulica Olchowa,33
100,FPUH Bork Sp.j.,11-765,Myszków,plac Fabryczna,76/95
101,Grupa Komuda,97-927,Świdnica,ulica Rolnicza,08
102,Szymała i syn s.c.,72-945,Świętochłowice,aleja Azaliowa,13
103,Gabinety Breś Sp. z o.o.,67-327,Rybnik,ul. Dębowa,354
104,Woroch-Ciaś Sp. z o.o. Sp.k.,38-573,Jelenia Góra,al. Sokola,020
105,FPUH Grupa-Niewola Sp. z o.o. Sp.k.,75-384,Goleniów,ulica Targowa,77
106,Fundacja Golonko-Łyp Sp. z o.o.,71-164,Częstochowa,aleja Broniewskiego,26/55
107,PPUH Fąferek-Dziechciarz Sp.k.,34-040,Kętrzyn,al. Reja,061
108,Hinca S.A.,73-619,Marki,aleja Wrocławska,253
109,Stowarzyszenie Ptok,85-421,Żagań,plac Olchowa,42/48
110,Domoń S.A.,03-723,Nysa,ul. Pszenna,12/03
111,PPUH Walusiak s.c.,57-219,Kędzierzyn-Koźle,ul. Batalionów,852
112,Smyl s.c.,25-554,Gdańsk,ulica Mickiewicza,57/65
113,PPUH Burnat,46-333,Żyrardów,plac Wałowa,56/36
114,Jaszczur-Mijas Sp. z o.o.,49-619,Pruszków,ulica Konopnickiej,70/26
115,Grupa Sztuczka-Korek S.A.,69-228,Chojnice,plac Listopada,389
116,Glonek s.c.,72-462,Puławy,plac Grzybowa,346
117,PPUH Gumieniak i syn s.c.,32-272,Włocławek,ul. Wałowa,48
118,PPUH Makosz,88-948,Czerwionka-Leszczyny,aleja Malinowa,670
119,Stowarzyszenie Niećko Sp.j.,91-031,Szczecin,aleja Kołłątaja,58
120,Fundacja Krokosz Sp. z o.o. Sp.k.,14-581,Bochnia,plac Towarowa,67/37
121,Ficoń-Koman i syn s.c.,19-200,Ostrowiec Świętokrzyski,ul. Kreta,46
122,Spółdzielnia Rezler-Wiciak S.A.,22-109,Oleśnica,al. Wałowa,367
123,Stowarzyszenie Słoń Sp. z o.o. Sp.k.,30-963,Zamość,ul. Sienkiewicza,83/19
124,Gabinety Kazek Sp.k.,13-188,Starogard Gdański,plac Ceglana,31/08
125,Imiela Sp. z o.o. Sp.k.,48-008,Ełk,ulica Borowa,87
126,Stowarzyszenie Zwara,23-472,Poznań,plac Tysiąclecia,98/89
127,Spółdzielnia Supernak-Szoka Sp.k.,33-783,Biłgoraj,plac Zielona,08
128,Rodzeń-Jakóbik Sp. z o.o. Sp.k.,18-324,Lubliniec,ulica Błękitna,78/39
129,FPUH Pierz,90-815,Kościerzyna,plac Podmiejska,07/50
130,Witkowicz-Tatarczyk Sp. z o.o. Sp.k.,70-710,Kielce,ul. Cmentarna,402
131,PPUH Turoń-Bajak s.c.,82-763,Świdnica,ul. Piekarska,67
132,Grupa Miśkowiec Sp.k.,33-682,Siedlce,ul. Turystyczna,16/96
133,FPUH Oślizło,14-959,Nowy Targ,ulica Malinowa,923
134,Jagiełka-Hynek Sp.j.,19-505,Giżycko,ul. Podmiejska,71
135,Stowarzyszenie Kędziorek-Bochnak Sp. z o.o.,63-694,Rybnik,aleja Bałtycka,24
136,Krokosz-Świerkot Sp.k.,61-103,Police,al. Stawowa,32/97
137,Spółdzielnia Szumna-Szałata Sp. z o.o.,21-543,Grudziądz,ulica Starowiejska,97
138,FPUH Celuch-Wac Sp. z o.o. Sp.k.,48-999,Zduńska Wola,ul. Księżycowa,65
139,PPUH Grabczak,09-148,Gorzów Wielkopolski,ul. Zachodnia,722
140,Ziółko-Stypa Sp. z o.o.,32-187,Sandomierz,aleja Zachodnia,32/62
141,PPUH Gula-Mądrzyk Sp.k.,35-813,Malbork,ul. Jesienna,52/94
142,Spółdzielnia Basista Sp.j.,50-513,Jarosław,aleja Wiosenna,38/42
143,Gabinety Proch,67-797,Swarzędz,plac Makowa,831
144,Gabinety Pupek-Deluga s.c.,02-976,Biłgoraj,ulica Żytnia,728
145,Fundacja Drela Sp.j.,26-847,Gorzów Wielkopolski,plac Głogowa,01/14
146,Sadownik-Szaj s.c.,11-484,Bolesławiec,ulica Jaskółcza,917
147,FPUH Zaraś-Koloch Sp.j.,14-217,Tarnów,al. Słowackiego,16
148,Fundacja Holc,99-539,Elbląg,plac Górska,74
149,Spółdzielnia Samul,84-192,Piotrków Trybunalski,ul. Zamkowa,672
150,Spółdzielnia Duras-Ferdyn Sp. z o.o.,87-207,Wołomin,ul. Sadowa,02
151,PPUH Strug-Machoń i syn s.c.,74-178,Bolesławiec,al. Konopnickiej,56
152,Gabinety Pastuła-Zyga Sp.j.,37-003,Sieradz,al. Jastrzębia,03/17
153,Muskała-Fedak S.A.,92-643,Czeladź,ul. Wypoczynkowa,254
154,FPUH Lula Sp.k.,01-915,Wałbrzych,ul. Polna,31/37
155,Kucz Sp.j.,91-186,Pabianice,ul. Szmaragdowa,06/34
156,FPUH Reszke,14-634,Brzeg,aleja Kaliska,816
157,FPUH Piechna i syn s.c.,28-745,Żywiec,al. Środkowa,41/00
158,Spółdzielnia Kozdrój,76-556,Ostróda,plac Asnyka,000
159,Gabinety Znojek,77-499,Kutno,ul. Cegielniana,528
160,Fundacja Melka Sp.j.,51-738,Pruszcz Gdański,plac Mieszka,307
161,FPUH Delikat,60-103,Inowrocław,ul. Mostowa,94/63
162,FPUH Gierak,43-568,Białogard,plac Akacjowa,995
163,Pabiś-Poniedziałek Sp.k.,02-629,Ząbki,aleja Wojciecha,64
164,Spółdzielnia Kojder s.c.,06-418,Knurów,ul. Staffa,360
165,Spółdzielnia Kuszyk Sp.k.,69-386,Kraków,aleja Rataja,24
166,Kajdan Sp. z o.o. Sp.k.,79-938,Chorzów,plac Asnyka,132
167,Jajko-Elert s.c.,50-891,Turek,plac Miarki,481
168,Neubauer-Gzyl Sp.j.,39-797,Gdańsk,ul. Morelowa,42/88
169,Nestorowicz s.c.,17-936,Pabianice,ulica Urocza,06
170,Fundacja Mendyka i syn s.c.,52-517,Wągrowiec,al. Wilcza,62/01
171,PPUH Drabczyk,21-903,Bełchatów,ulica Zapolskiej,50
172,Czuj-Margol Sp. z o.o. Sp.k.,26-935,Żory,ulica Żabia,69/86
173,Grupa Maciuk,52-938,Starachowice,plac Jaworowa,76/32
174,Sieczko-Pierz i syn s.c.,82-327,Łomża,al. Konstytucji,796
175,Fundacja Szpala Sp. z o.o.,67-318,Tarnobrzeg,al. Daleka,82/50
176,Gabinety Rut-Mzyk S.A.,47-711,Wągrowiec,aleja Piekarska,951
177,PPUH Gleba,53-967,Giżycko,aleja Kielecka,162
178,PPUH Kadela-Hinca Sp.k.,31-938,Środa Wielkopolska,al. Pułaskiego,52
179,Spółdzielnia Szott Sp.k.,40-667,Mława,plac Turkusowa,986
180,Kopczyk Sp.j.,46-453,Jelenia Góra,ulica Urocza,55/33
181,PPUH Zyguła-Maksimowicz Sp.k.,39-289,Bolesławiec,ulica Zaułek,43/37
182,Ciemięga-Halik Sp.j.,35-759,Żary,plac Mazurska,17/19
183,Zyzik Sp. z o.o.,80-274,Szczecin,ul. Wysoka,650
184,FPUH Cybul,77-142,Rzeszów,aleja Głowackiego,38/51
185,PPUH Więcławek,57-085,Knurów,aleja Rolna,00
186,Topa S.A.,46-692,Bydgoszcz,ul. Leśna,91/75
187,Behrendt-Leśny Sp. z o.o.,74-781,Inowrocław,ulica Towarowa,834
188,Cuch-Tuzimek i syn s.c.,92-741,Ostrów Mazowiecka,aleja Górska,329
189,Fundacja Pazdan,09-111,Świdnik,plac Spacerowa,55/10
190,Lemanowicz S.A.,17-348,Wodzisław Śląski,plac Rzemieślnicza,387
191,Kuryś i syn s.c.,45-211,Augustów,ulica Jaworowa,494
192,Fundacja Błażejewicz-Jędrys Sp. z o.o. Sp.k.,12-775,Ostrów Mazowiecka,aleja Długa,64/89
193,PPUH Graboń Sp.k.,64-547,Będzin,ulica Kosynierów,48
194,FPUH Plona-Wandzel i syn s.c.,52-493,Bartoszyce,al. Odrzańska,145
195,Chaberek-Mirończuk Sp. z o.o.,19-768,Siedlce,ul. Nowowiejska,38/77
196,Siwczak-Kapuścik i syn s.c.,10-462,Rzeszów,ulica Popiełuszki,766
197,Romańczyk-Muc Sp. z o.o. Sp.k.,42-227,Skierniewice,al. Kołłątaja,204
198,Stowarzyszenie Bondaruk,21-212,Katowice,al. Żabia,68/50
199,Bienia Sp.j.,21-710,Rzeszów,aleja Miłosza,112
200,Chwedoruk Sp. z o.o. Sp.k.,05-779,Lubin,al. Chopina,36/16
